Country,SE.COM.DURS,SE.ENR.PRIM.FM.ZS,SE.ENR.PRSC.FM.ZS,SE.ENR.SECO.FM.ZS,SE.ENR.TERT.FM.ZS,SE.PRE.DURS,SE.PRE.ENRL.TC.ZS,SE.PRE.ENRR,SE.PRE.ENRR.FE,SE.PRE.ENRR.MA,SE.PRM.AGES,SE.PRM.CMPT.FE.ZS,SE.PRM.CMPT.MA.ZS,SE.PRM.CMPT.ZS,SE.PRM.DURS,SE.PRM.ENRL,SE.PRM.ENRL.FE.ZS,SE.PRM.ENRL.TC.ZS,SE.PRM.ENRR,SE.PRM.ENRR.FE,SE.PRM.ENRR.MA,SE.PRM.GINT.FE.ZS,SE.PRM.GINT.MA.ZS,SE.PRM.GINT.ZS,SE.PRM.NENR,SE.PRM.OENR.FE.ZS,SE.PRM.OENR.MA.ZS,SE.PRM.OENR.ZS,SE.PRM.PRIV.ZS,SE.PRM.PRSL.FE.ZS,SE.PRM.PRSL.MA.ZS,SE.PRM.PRSL.ZS,SE.PRM.REPT.FE.ZS,SE.PRM.REPT.MA.ZS,SE.PRM.REPT.ZS,SE.PRM.TCHR,SE.PRM.TCHR.FE.ZS,SE.PRM.TENR,SE.PRM.UNER,SE.PRM.UNER.FE,SE.PRM.UNER.FE.ZS,SE.PRM.UNER.MA,SE.PRM.UNER.MA.ZS,SE.PRM.UNER.ZS,SE.SEC.AGES,SE.SEC.CMPT.LO.FE.ZS,SE.SEC.CMPT.LO.MA.ZS,SE.SEC.CMPT.LO.ZS,SE.SEC.DURS,SE.SEC.ENRL,SE.SEC.ENRL.FE.ZS,SE.SEC.ENRL.GC,SE.SEC.ENRL.GC.FE.ZS,SE.SEC.ENRL.LO.TC.ZS,SE.SEC.ENRL.TC.ZS,SE.SEC.ENRL.VO,SE.SEC.ENRL.VO.FE.ZS,SE.SEC.ENRR,SE.SEC.ENRR.FE,SE.SEC.ENRR.MA,SE.SEC.NENR,SE.SEC.NENR.FE,SE.SEC.NENR.MA,SE.SEC.PRIV.ZS,SE.SEC.PROG.FE.ZS,SE.SEC.PROG.MA.ZS,SE.SEC.PROG.ZS,SE.SEC.TCHR,SE.SEC.TCHR.FE,SE.SEC.TCHR.FE.ZS,SE.TER.ENRR,SE.TER.ENRR.FE,SE.TER.ENRR.MA,SE.XPD.PRIM.ZS,SE.XPD.SECO.ZS,SE.XPD.TERT.ZS,SE.XPD.TOTL.GB.ZS,SE.XPD.TOTL.GD.ZS,SH.DTH.0509,SH.DTH.1014,SH.DTH.1519,SH.DTH.2024,SH.DYN.0509,SH.DYN.1014,SH.DYN.1519,SH.DYN.2024,SL.TLF.TOTL.FE.ZS,SL.TLF.TOTL.IN,SL.UEM.TOTL.FE.ZS,SL.UEM.TOTL.MA.ZS,SL.UEM.TOTL.ZS,SP.POP.0014.TO.ZS,SP.POP.1564.TO.ZS
Oman,10.0,1.10066998,0.990920007,0.923309982,1.52531004,6.0,20.77221,52.21419144,53.62120056,50.8838501,6.0,103.4566727,97.56369019,100.3571014,4.0,278745.0,50.21005,9.67394,103.3920593,108.5745316,98.64388275,101.85808,98.59128,100.16944,86.25355,0.5958899999999999,0.74142,0.66835,19.7578392,98.84893799,98.80535126,98.82694244,0.0,0.0,0.0,28814.0,70.93427277,95.46999,8733.0,,,,,3.239140034,10.0,99.20813751,108.2704315,103.5489273,8.0,422440.0,48.60193,420787.0,48.70516,10.37394,10.21867,1653.0,22.32305,106.66599270000002,102.4613037,110.9722137,96.19256,93.15358,99.30491,13.06789017,,,,41340.0,28574.0,69.11949921,38.03620911,55.55290985,26.37033081,,,,,,91.0,69.0,125.0,271.0,1.3,1.3,2.8,3.3,15.51220201,2590638.0,7.190000057000001,0.810000002,1.7999999519999998,22.24650599,75.36070706
Other small states,9.0,0.9845,1.00065,1.0271,1.336320043,4.0,16.254089999999998,39.35572815,39.72652054,38.99539948,,86.76661682,83.82244873,85.26834869,6.0,3895434.0,48.95147,22.81707,108.0948,107.2401,108.928,104.0825,104.9086,104.5014,85.41373,,,,20.08657,75.8335,70.91492,73.34402,9.71503,12.79311,11.28635,168567.3,64.64638000000001,85.59985999999999,442406.0,209369.0,11.76978016,233038.0,12.77019978,12.27637959,,68.08851624,64.06276703,66.03350067,6.0,2118272.0,49.76112,1959153.0,50.58611,15.51576,13.96217,146518.4,38.72988,68.81466,69.75246,67.91181,,,,18.8326,,,,150633.5,72084.77,47.85441,20.39113998,24.829759600000003,16.47892952,,,,,,3394.0,2001.0,3707.0,5186.0,5.497947015,3.572584168,7.093524131000001,9.44023377,37.89147823,14061510.0,12.69056612,7.329683813,9.363509642,29.9385165,64.56827774
Pacific island small states,,0.98415,,,,,19.1202,55.01004028,55.51570129,54.53464889999999,,97.98190308,96.62983704,97.27973175,,367341.8,48.16289,23.07468,108.2748,107.3838,109.1138,107.7434,109.0161,108.3992,83.8887,,,,11.0266,78.26422,75.78367,76.97806,3.77643,5.24295,4.536630000000001,16670.32,58.44161999999999,84.93737,14417.0,7247.0,4.404389858,7170.0,4.103610038999999,4.249479771,,80.44317627,75.57927704,77.93868256,,,,240332.0,49.96846,,,,,,,,,,,,,,,,,,,,,,,,,,147.0,126.0,204.0,263.0,2.515460976,2.411611551,4.316578415,6.140334279,40.53292537,896147.0,2.890553106,2.632674783,2.736210238,35.03655477,60.42612785
Pakistan,12.0,0.844410002,0.8488900070000001,0.8523899909999999,0.870880008,2.0,,83.14241791,77.31002045,88.55419159,5.0,64.24922943,77.41831207,71.07129669,5.0,22931304.0,44.0147,44.0773,94.32820129,86.11134338,101.9784775,107.25756,126.53565,117.24326,67.5748,26.49967,26.30307,26.3896,34.80294037,67.38170624,64.34812927,65.67256927,1.81151,1.90699,1.86497,520252.0,54.21910858,68.18916,,,,,,,10.0,44.71641159,51.67208862,48.33433151,7.0,13357618.0,44.01411,12911242.0,44.37783,16.43062,20.39658,446376.0,33.49374,42.67465973,39.14799118,45.92734146,37.40039,34.18399,40.366890000000005,32.47000122,,,,654895.0,396110.0,60.48450851,8.9584198,8.320440292,9.554030418,,,,,,23341.0,17726.0,26702.0,23032.0,4.7,3.9,6.2,5.6,20.13498012,72035348.0,4.559999943,3.960000038,4.079999924,35.269814600000004,60.41741109
Panama,11.0,,,,,6.0,,,,,6.0,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.0,122.0,253.0,410.0,1.4,1.7,3.6,6.0,40.29586781,2029893.0,4.989999771,3.150000095,3.890000105,27.06230432,64.83296460000001
Papua New Guinea,,,,,,4.0,,,,,7.0,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.725239754,1.930889964,1034.0,706.0,1212.0,1356.0,5.0,3.6,6.7,8.5,48.62511178,2606721.0,1.269999981,3.49000001,2.410000086,35.8159344,60.73879635
Paraguay,13.0,,,,,5.0,,,,,6.0,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.0,270.0,589.0,889.0,0.9,2.0,4.4,6.6,40.36505527,3534862.0,6.8000001910000005,4.71999979,5.559999942999999,29.440505600000005,64.12927939
Peru,14.0,0.96566999,0.958109975,0.948450029,,6.0,19.54931,103.516922,103.4768982,103.5558624,6.0,94.08625793,98.12895203,96.10073853,6.0,3592865.0,49.104490000000006,17.38724,106.94512179999998,105.0764008,108.8121719,105.57009,107.49468,106.53846,95.65167,5.41854,5.82903,5.62746,25.9467907,,,,2.4651,3.00811,2.74198,206638.0,67.47936249,98.50107,47585.0,,,,,1.416409969,12.0,97.19300079,98.75765991,97.97501373,5.0,2779973.0,48.8549,2724885.0,48.66198,,14.20042,55088.0,58.39747,106.4454117,103.6390915,109.2717514,89.30975,87.71030999999999,90.92061,26.99435997,,,,195767.0,87998.0,44.95037079,,,,33.88491,34.22307,15.77045,17.13195038,3.723160028,793.0,818.0,1213.0,2330.0,1.4,1.5,2.3,4.3,45.86496715,18411994.0,3.380000114,3.00999999,3.180000067,25.79060285,66.12100436
Philippines,13.0,0.962440014,1.026489973,1.111469984,,1.0,,99.81633759,98.13240814,101.4249115,6.0,113.3933105,117.3739929,115.4368973,6.0,13418841.0,,,101.8622208,99.86927032,103.7669678,,,,,,,,8.900279999,,,,,,,495636.0,87.35301971,,500780.0,263849.0,4.098490238,236931.0,3.51748991,3.80140996,12.0,87.16281128,74.32440186,80.51812744,6.0,10562477.0,,,,,,,,84.04538727,88.63725281,79.74775696,,,,24.73031998,,,,421823.8438,298226.8438,70.69937897,,,,,,,,,4741.0,4346.0,7165.0,11435.0,2.1,2.0,3.5,5.7,38.75723714,43868305.0,2.680000067,2.130000114,2.339999914,30.9630402,63.91439103
Poland,10.0,0.988590002,0.98022002,0.971669972,1.339400053,4.0,,87.79385376,87.60468292,87.97335815,7.0,93.95021057,94.69850922,94.33351898,6.0,2277483.0,,,96.88519287,96.31520081,97.42668152,,,,,,,,6.19231987,,,,,,,283469.0,83.01225281,,50722.0,20806.0,1.816769958,29916.0,2.481659889,2.157740116,13.0,100.0089111,99.89028168,99.94830322,6.0,2392353.0,,,,,,,,111.9701996,110.3284378,113.5446625,,,,11.32688046,,,,228412.0,158525.0,69.40309906,68.62010193,82.98145294,54.81766129,,,,,,175.0,226.0,640.0,1232.0,0.4,0.6,1.8,2.8,44.63609168,18390676.0,3.849999905,3.839999914,3.849999905,15.05227681,67.42990642
Portugal,12.0,0.974120021,0.98605001,0.995779991,1.124609947,3.0,,90.96144867,90.45942688,91.43673706,6.0,99.45384216,99.68160248,99.57019043,6.0,621660.0,,,106.8267288,105.3979187,108.1986313,,,,,,,,12.71273994,,,,,,,51382.0,80.84153748,,2425.0,,,,,0.416750014,12.0,98.03520966,91.90608215,94.89417267,6.0,767094.0,,,,,,,,120.8339767,120.5736694,121.0841217,,,,17.32003975,,,,82664.0,58235.0,70.44783783,65.66265869,70.0112381,61.28699875,,,,,,35.0,45.0,114.0,177.0,0.4,0.4,1.1,1.6,49.12297554,5267812.0,7.440000057000001,6.570000172,6.989999771,13.45790782,64.58823464
Post-demographic dividend,10.0,0.9986,0.99694,0.99561,1.184200048,5.0,13.67607,87.2484436,87.30342865,87.19618225,,97.47531128,100.0309372,98.78462982,6.0,69000000.0,48.66165,14.12635,100.8239,100.7514,100.8929,99.75744,99.1621,99.45222,96.22047,,,,10.88559,96.11518,95.61586,95.85851,1.14984,1.56511,1.36303,4879190.0,83.26683,96.26935,952510.0,461587.0,1.384160042,490924.0,1.400249958,1.39241004,,95.10797882,91.90949249,93.4752121,6.0,83000000.0,48.56998,69900000.0,49.52943,12.4354,12.57776,13000000.0,43.39265,105.1666,104.9295,105.3917,90.7899,91.30044,90.3072,19.487,,,,6659690.0,4051609.0,60.8378,78.71056366,86.92848206,70.91622925,,,,,,5779.0,6971.0,21184.0,39745.0,0.478732382,0.592053466,1.735711712,3.001875446,45.72801561,562012222.0,5.308382226,5.262216208,5.283426801,16.08987206,64.95400383
Pre-demographic dividend,8.5,0.93484,0.90354,0.82329,0.665759981,3.0,,29.5905304,29.56656075,29.61392021,,65.59828949,71.51049042,68.58740234,6.0,151000000.0,47.86925,35.41248,97.93528,94.59803,101.1918,105.3131,114.6291,110.033,76.64759000000001,,,,12.95321,59.05835,54.59365,56.69872,7.778410000000001,8.00383,7.895919999999999,4305875.0,46.32934,,33500000.0,18800000.0,24.70272064,14700000.0,18.78166962,21.70594978,,39.53490829,47.12133026,43.36355972,6.0,53600000.0,44.62379,50600000.0,45.01476,,20.52323,2849107.0,37.67391,41.89602,37.79937,45.91286,35.01341,32.19886,37.77716,21.09425,,,,,,,8.718549728,6.96198988,10.45716953,,,,17.37859535,3.696439981,285678.0,159360.0,218436.0,238455.0,10.55915418,6.783318457999999,10.91467687,14.18056062,44.28875597,331374564.0,5.915585485,5.747211103,5.822484741,43.7518511,53.49433526
Qatar,9.0,1.010259986,,,1.872169971,6.0,14.8318,60.26741028,60.64233017,59.91334152,6.0,94.85153961,96.72670746,95.78588104,6.0,153908.0,48.8844,12.1676,103.8424377,104.3871002,103.3268509,107.90628,103.16206,105.45338,94.09431,1.79699,3.23118,2.53008,63.89921188,87.24556732,87.41390991,87.32714844,,,,12649.0,79.82449341,98.19449,1985.0,309.0,0.428719997,1676.0,2.201270103,1.339290023,12.0,89.82787323,88.65171051,89.22702026,6.0,107537.0,48.94687,106817.0,49.19254,11.66252,11.04303,720.0,12.5,,,,,,,49.18120956,,,,9738.0,5235.0,53.75846863,17.86992073,54.86745834,7.013450146,,,,,,19.0,16.0,43.0,79.0,0.7,0.7,1.8,1.5,13.55849699,2085150.0,0.4799999889999999,0.0500000009999999,0.109999999,13.54076419,85.08916548
Romania,10.0,0.991530001,0.998149991,1.00248003,1.214959979,6.0,,88.32218933,88.48486328,88.16850281,6.0,85.19020844,85.25161743,85.22177124,5.0,947931.0,,,87.32537842,86.94352722,87.68643951,,,,,,,,1.369719982,,,,,,,48935.0,90.2401123,,135701.0,66576.0,12.61956024,69125.0,12.38901043,12.50105953,11.0,88.33733368,87.70014954,88.01003265,8.0,1457948.0,,,,,,,,89.06909943,89.18258667,88.96188354,,,,1.260879993,,,,123660.0,89297.0,72.21170807,51.01253891,57.41595078,45.0736618,,,,,,160.0,210.0,423.0,538.0,0.8,1.0,2.1,2.6,43.08708661,9054388.0,3.49000001,4.71999979,4.190000057,15.53455496,66.12674365
Russian Federation,11.0,0.989109993,0.977890015,0.970380008,1.152310014,5.0,,86.34588623,85.39541626,87.24685669,7.0,101.4417801,102.4606171,101.9632111,4.0,6927980.0,,,104.6788177,104.0920105,105.2378616,,,,,,,,0.824150026,,,,,,,321587.0,99.23473358,,10839.0,,,,,0.163770005,11.0,102.4173813,104.3482666,103.4049911,7.0,10242404.0,,,,,,,,103.7631073,102.1681595,105.2862091,,,,1.305750012,,,,,,,84.58425140000001,91.72387695,77.75325012,,,,,,1629.0,1830.0,3927.0,7070.0,0.9,1.2,2.9,4.9,48.57839035,73825997.0,4.78000021,4.909999847,4.849999905,17.91408058,67.41121109999999
Rwanda,6.0,0.986310005,1.011590004,1.124199986,0.806819975,6.0,36.09968,22.46702957,22.82089996,22.11606979,7.0,93.76998138,79.27919769,86.54634857,6.0,2503705.0,49.70078,59.508590000000005,133.0415497,132.1252594,133.9595032,123.6125,130.50364,127.06357,94.78978,24.01401,25.69242,24.85824,4.126999855,71.31535339,62.08499146,66.61717224,12.62865,14.53765,13.58886,42073.0,54.86415863,95.28152,81300.0,38344.0,4.071340084,42956.0,4.569340229,4.320109844,13.0,39.20983124,34.35618973,36.7946701,6.0,658285.0,53.156000000000006,569711.0,54.13324,30.31842,28.24773,88574.0,46.87041,40.89606094,43.27545929,38.49433899,35.87144,38.78909,32.92642,12.44734001,,,,,,,6.725719928999999,6.0142798420000005,7.454289912999999,28.564290000000003,38.25006,19.82273,10.80461025,3.073750019,1720.0,1394.0,1568.0,2128.0,5.2,4.7,6.1,9.4,51.65010215,6179072.0,1.059999943,0.980000019,1.019999981,39.97557302,57.0862309
Samoa,8.0,0.998380005,,,1.527889967,2.0,11.74943,48.764431,52.55445862,45.240291600000006,5.0,103.752182,105.7350616,104.7818832,6.0,33123.0,48.00592,,110.5242081,110.431282,110.6101532,115.98394,114.05204,114.98069,94.41308,7.552980000000001,9.42399,8.5258,20.07667923,95.73187256,91.12853241,93.33982849,0.83014,1.13808,0.99025,,,95.74675,387.0,,,,,1.289890051,11.0,106.7010269,104.3193665,105.4676895,7.0,,,25583.0,50.9479,,,,,,,,,,,,,,,,,,14.64204979,20.30426025,9.585889816,,,,,,9.0,8.0,14.0,16.0,1.9,1.7,3.8,4.9,34.37640872,53240.0,9.850000381,7.510000229,8.319999695,38.32069709,56.87889093
San Marino,10.0,1.164759994,1.019050002,0.8924000259999999,0.7404400109999999,6.0,7.0465100000000005,96.3944931,98.45133209,94.50102234,6.0,125.0,92.16867065,107.4193497,5.0,1698.0,50.53004,6.930610000000001,108.0840225,116.8937302,100.3584213,116.0,90.47619,102.51572,,,,,,96.84129333,99.41860199,98.18727112,0.0,0.0,0.0,245.0,91.83673096,,,,,,,,11.0,109.7222214,97.56098175,103.2467499,8.0,1653.0,44.46461,1545.0,44.14239,6.27632,5.840990000000001,108.0,49.07407,67.85713959,63.80207825,71.49533081,66.54351,62.5,70.17134,,,,,283.0,204.0,72.08480835,42.47126007,35.95238113,48.55556107,,,,13.99802017,3.5928599830000003,0.0,0.0,0.0,1.0,0.2,0.3,1.0,1.4,,,,,,,
Sao Tome and Principe,6.0,,,,,3.0,,,,,6.0,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.11654091,5.149069786,19.0,17.0,29.0,42.0,3.2,3.1,6.3,11.9,36.09510291,70450.0,20.65999985,8.890000342999999,13.14000034,42.51994996,54.55437193
Saudi Arabia,9.0,1.011450052,0.977729976,0.94344002,1.050650001,4.0,15.03757,21.23175049,21.74430084,20.73480034,6.0,96.50198364,96.90370941,96.70606232,6.0,3298788.0,49.49163,13.81495,99.76989746,100.347023,99.21080017,92.12807,90.904,91.50667,94.5456,4.9908,3.81433,4.39658,8.832150459,,,,1.13631,1.31887,1.22919,238784.0,52.4733696,95.10772,,,,,,,12.0,104.3528595,104.9177017,104.6403885,6.0,3108384.0,47.58781,3087264.0,47.91336,11.69841,11.52893,21120.0,0.0,110.0862808,106.8226013,113.227211,96.36052,94.10711,98.52917,11.84377003,,,,269616.0,137028.0,50.82339096,68.03988647,69.87621307,66.33683014,,,,,,505.0,474.0,2411.0,3359.0,0.9,0.9,5.3,6.7,15.89952459,14019589.0,22.48999977,2.930000067,6.039999962,25.04284813,71.64306385
Senegal,11.0,,,,0.676370025,3.0,29.80271,,,,6.0,,,,6.0,,52.52478000000001,36.31817,,,,100.22302,89.41020999999999,94.74565,,,,,,,,,3.50515,3.67935,3.58786,,,,,,,,,,12.0,,,,7.0,,51.87243,1061581.0,51.95345,28.347240000000003,,25162.0,48.45402,,,,,,,,,,,,,,12.76259041,10.30508995,15.23583031,31.671940000000003,16.82038,32.840790000000005,21.52940941,4.833280087,2809.0,1923.0,3456.0,2635.0,6.1,4.9,10.3,9.1,40.40671716,4122275.0,7.090000152999999,6.150000095,6.53000021,43.05543037,53.85774593
Serbia,8.0,1.00030005,1.006559968,1.009809971,1.275470018,6.0,11.64035,62.28712845,62.0899086,62.47280121,7.0,98.85852814,98.5918808,98.7212677,4.0,266759.0,48.44485,14.2927,100.3019333,100.3174896,100.2873077,99.67687,99.36858,99.51874,94.55098,0.8279700000000001,0.94962,0.89069,0.190060005,98.21154785,99.23680878,98.73802948,0.54218,0.5767100000000001,0.55998,18664.0,86.28910828,98.22264,3815.0,1625.0,1.261430025,2190.0,1.596979976,1.43445003,11.0,98.05084229,97.90619659,97.97640228,8.0,534106.0,48.84442,348468.0,50.34035,7.79948,7.946000000000001,185638.0,46.03637,95.08724213,95.56465912,94.63583374,92.06535,92.5323,91.62383,0.7663300040000001,,,,67217.0,44184.0,65.73336792,67.15866089,78.25280762,56.69625854,,,,8.804280281,3.5853900910000003,47.0,71.0,149.0,220.0,0.5,0.7,1.4,2.0,44.46326683,3242002.0,13.69999981,11.96000004,12.72999954,15.68968075,65.96452656
Seychelles,10.0,1.058680058,1.062379956,1.06833005,1.517869949,2.0,18.24405,95.36402893,96.47662354,94.31336975,6.0,105.1966324,98.65772247,101.8531189,6.0,9258.0,50.14042,14.48826,100.3794937,103.3162689,97.58985138,104.63918,104.02439,104.32331,92.21011,3.51142,3.72617,3.61849,11.64398003,,,95.98358917,,,,639.0,88.88889313,92.85742,269.0,,,,,2.914200068,12.0,112.4223633,104.6268692,108.4474869,7.0,7459.0,50.63681,7371.0,51.02428,,10.7789,88.0,18.18182,81.44790649,84.19526672,78.80992889,80.06115,82.59028,77.63271,12.89717007,,,,692.0,402.0,58.09249115,17.07984924,23.30401993,11.23561954,,,,,,2.0,2.0,7.0,7.0,1.2,1.4,5.8,5.0,,,,,,23.63537118,68.77008322
Sierra Leone,9.0,1.034860015,,,,3.0,,13.88317013,14.64243984,13.12555027,6.0,82.85494232,80.71672821,81.78533936,6.0,1369738.0,50.85221,27.52246,112.75457,114.6865692,110.8229065,175.71398,167.98658999999998,171.84957,,0.19224,0.18865,0.19047,5.874479771,,,,1.4941,1.46956,1.48204,49768.0,29.64355087,,,,,,,,12.0,50.21850967,51.81317139,51.01734161,7.0,,,522036.0,48.89337,15.58025,,,,,,,41.76675,41.00903,42.52242,,,,,,,,,,,31.02487,20.47294,46.3553,32.47322083,6.989630222000001,3028.0,1578.0,4311.0,4111.0,14.3,8.2,25.6,28.1,49.73719389,2615236.0,3.630000114,5.199999809,4.420000076,41.05963935,55.97380444
Singapore,6.0,0.999279976,0.995630026,0.990400016,1.131049991,6.0,,,,,6.0,100.0259094,99.82317352,99.92182922,6.0,233553.0,,,100.2618713,100.2249374,100.297142,,,,,,,,3.960129976,,,,,,,16294.0,80.49588776,,476.0,150.0,0.131799996,326.0,0.273629993,0.204339996,12.0,99.15769196,100.1153793,99.64659119,4.0,166709.0,,,,,,,,105.8442993,105.3234329,106.3439102,,,,5.165890217,,,,14745.0,9591.0,65.04577637,88.88645172,95.41782379,82.91300201,,,,,,15.0,19.0,58.0,103.0,0.3,0.4,1.0,1.2,41.7532845,3493603.0,3.789999962,3.549999952,3.650000095,12.27828264,76.25833717
Slovak Republic,10.0,0.996760011,1.00672996,1.011849999,1.33852005,3.0,,97.33133698,96.21843719,98.39452362,6.0,92.5414505,91.82119751,92.17269135,4.0,229456.0,,,99.70799255,99.54251099,99.86585236,,,,,,,,8.040320396,,,,,,,14624.0,90.33779907,,10196.0,4809.0,4.280340195,5387.0,4.573900223,4.430580139,10.0,80.43598938,82.24629974,81.36399841,9.0,441952.0,,,,,,,,91.36260986,91.91429138,90.83804321,,,,11.88500023,,,,39593.0,29421.0,74.30859375,45.36722946,54.88909912,36.30809021,,,,,,35.0,37.0,93.0,159.0,0.6,0.7,1.7,2.5,45.37134603,2754062.0,7.03000021,6.130000114,6.539999962,15.44613676,68.92461673
Slovenia,9.0,1.001379967,1.013360023,1.024270058,1.307250023,5.0,,92.28288269,91.46983337,93.05042267,6.0,98.14215851,96.70200348,97.39997101,6.0,129123.0,,,102.0622177,102.1346283,101.9941101,,,,,,,,0.903010011,,,,,,,,,,294.0,,,,,0.232710004,12.0,96.62792206,94.30770874,95.43322754,7.0,147003.0,,,,,,,,114.489212,115.9077377,113.161232,,,,4.03869009,,,,,,,77.11312103,91.63233948,63.47811127,,,,,,7.0,8.0,25.0,39.0,0.3,0.4,1.4,1.9,46.20269879999999,1037500.0,5.699999809,4.599999905,5.110000134,15.02177505,65.3713453
Small states,9.0,0.98271,1.00294,1.03584,1.351430058,4.0,15.35174,45.28379059,45.72660065,44.85527039,,88.25466919,85.92234039,87.06535339,6.0,4971616.0,48.8229,22.18372,106.6432,105.6995,107.5595,102.2879,103.0157,102.6577,85.68541,,,,20.81601,78.04596,73.57759,75.77725,8.42313,11.21652,9.85271,222085.6,67.78097,86.06506999999999,521481.0,247776.0,10.78831005,273705.0,11.57213974,11.18597984,,71.54577637,67.02065277,69.23597717,6.0,2906972.0,49.91619,2712533.0,50.6009,16.77369,14.52619,183018.4,39.76803,71.87618,73.16677,70.63535999999999,,,,18.31485,,,,201176.6,103728.6,51.56095,20.22797966,24.81192017,16.09218025,,,,,,3693.0,2327.0,4402.0,6318.0,4.680356178,3.193435552,6.381406001,8.811436705,39.15274475,18345473.0,11.78044021,7.085297797000001,8.925201634,29.11937475,64.85050823
Solomon Islands,,0.996089995,,,,3.0,23.34981,84.07077026,84.85584259,83.33389282,6.0,89.74324036,84.01316833,86.78566742,6.0,105428.0,48.28793,25.41046,106.2064896,105.9919586,106.4076004,107.93012,108.07112,108.00289,67.47256999999999,35.99756,36.88989,36.45901,24.71069908,,,,5.26037,6.26754,5.7812,4149.0,44.34804153,67.47256999999999,4351.0,1982.0,4.12650013,2369.0,4.623700142,4.383130073999999,12.0,72.99813843,69.92874908,71.41470337,7.0,,,52566.0,49.06784,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,31.0,59.0,65.0,2.4,2.1,4.3,5.6,48.63799787,327092.0,0.639999986,0.600000024,0.620000005,40.2415843,56.15946524
Somalia,,,,,,3.0,,,,,6.0,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8059.0,3591.0,6113.0,7537.0,17.3,8.9,17.6,26.3,23.3542128,3817307.0,13.27000046,12.77999973,12.89000034,46.57658407,50.55010499
South Africa,9.0,0.961589992,1.003010035,1.070719957,1.316480041,7.0,,17.62928009,17.70503998,17.55533028,7.0,92.1242981,88.59403992,90.34449768,7.0,7568387.0,,,98.53890228,96.58999634,100.4482574,,,,,,,,4.754159927,,,,,,,,,,845478.0,386532.0,10.1693697,458946.0,11.82952976,11.00796032,14.0,83.36047363,76.751297,80.03323364,5.0,4878960.0,,,,,,,,100.5111694,103.9680862,97.10119629,,,,5.037650108,,,,182981.5938,106561.8281,58.23637009,23.80195999,28.31438065,19.35346031,38.74843,30.76076,15.25153,18.8735199,6.158989906,3130.0,3263.0,7461.0,12966.0,2.7,3.1,7.7,12.9,45.28107349,22948482.0,29.04999924,25.13999939,26.90999985,29.07948915,65.60250585
South Asia,9.5,0.98713,0.99665,1.00427,1.011340022,2.0,,60.99909973,61.63933945,60.41223145,,90.75847626,89.42852020000001,90.06334686,5.0,175000000.0,49.65607,33.24669,99.5641,98.89166,100.1807,103.7881,106.4978,105.2003,87.76227,,,,37.84756,82.03973,79.72504,80.8197,1.20177,1.38362,1.29332,5567339.0,53.597,91.67923,12600000.0,6567300.0,7.805640221,6064248.0,6.609640121,7.181759834,,81.47086334,78.07746887,79.69064331,7.0,170000000.0,47.60807,165000000.0,48.17813,25.83159,27.19053,3655848.0,21.91623,70.06026,70.2168,69.91854000000001,60.5279,60.07847,60.93505,50.99964,,,,6152475.0,2702172.0,43.92008,24.17538071,24.32000923,24.04421043,,,,,,110430.0,102368.0,166421.0,205169.0,3.2,2.9,4.8,6.2,22.32219744,664258515.0,5.420890054,5.012271807,5.102140368,28.4163476,65.74309191
South Asia (IDA & IBRD),9.5,0.98713,0.99665,1.00427,1.011340022,2.0,,60.99909973,61.63933945,60.41223145,,90.75847626,89.42852020000001,90.06334686,5.0,175000000.0,49.65607,33.24669,99.5641,98.89166,100.1807,103.7881,106.4978,105.2003,87.76227,,,,37.84756,82.03973,79.72504,80.8197,1.20177,1.38362,1.29332,5567339.0,53.597,91.67923,12600000.0,6567300.0,7.805640221,6064248.0,6.609640121,7.181759834,,81.47086334,78.07746887,79.69064331,7.0,170000000.0,47.60807,165000000.0,48.17813,25.83159,27.19053,3655848.0,21.91623,70.06026,70.2168,69.91854000000001,60.5279,60.07847,60.93505,50.99964,,,,6152475.0,2702172.0,43.92008,24.17538071,24.32000923,24.04421043,,,,,,110430.0,102368.0,166421.0,205169.0,3.17912834,2.92049804,4.817038281,6.185796763,22.32219744,664258515.0,5.420890054,5.012271807,5.102140368,28.4163476,65.74309191
